Count,Site ID number,Parameter,Start date,Start time,End date,End time,Sampling Strategy,Model Iterations,subsamples,percent culled,Mean ,SD of Mean (column L),5th Percentile,10th Percentile,20th Percentile,30th Percentile,40th Percentile,50th Percentile,60th Percentile,70th Percentile,80th Percentile,90th Percentile,95th Percentile,Mean Abs diff of mean,SD of abs diff of mean,Mean Abs diff of 5th percentile,Abs diff 10th,Abs diff 20th,Abs diff 30th,Abs diff 40th,Abs diff 50th,Abs diff 60th,Abs diff 70th,Abs diff 80th,Abs diff 90th,Abs diff 95th,Rel diff mean,SD of rel diff of mean,Rel diff 5th,Rel diff 10th,Rel diff 20th,Rel diff 30th,Rel diff 40th,Rel diff 50th,Rel diff 60th,Rel diff 70th,Rel diff 80th,Rel diff 90th,Rel diff 95th,SD of abs diff of 5th,SD of abs diff of 10th,SD of abs diff of 20th,SD of abs diff of 30th,SD of abs diff of 40th,SD of abs diff of 50th,SD of abs diff of 60th,SD of abs diff of 70th,SD of abs diff of 80th,SD of abs diff of 90th,SD of abs diff of 95th,SD of rel diff of 5th,SD of rel diff of 10th,SD of rel diff of 20th,SD of rel diff of 30th,SD of rel diff of 40th,SD of rel diff of 50th,SD of rel diff of 60th,SD of rel diff of 70th,SD of rel diff of 80th,SD of rel diff of 90th,SD of rel diff of 95th
3,03346500,"Gage height, ft",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,22.1272838,0.0,16.8131,17.1195,17.892,18.6936,19.6134,20.7846,22.3663,24.1981,26.3015,29.1365,31.1411,0.09395468181818213,0.0,-1.4237,-1.1998,-0.8496,-0.585,-0.3494,-0.1005,0.1979,0.5088,0.8999,1.469,1.8604,0.19830543093107958,0.0,-6.2675,-5.3057,-3.7757,-2.5912,-1.5353,-0.4204,0.7861,2.003,3.46,5.3181,6.5161,1.2676,1.2016,1.0937,0.9986,0.9249,0.8809,0.984,1.097,1.2498,1.4808,1.5726,5.4902,5.1901,4.7848,4.465,4.1991,4.0907,4.3597,4.5804,4.9003,5.2614,5.3801
3,03346500,"Gage height, ft",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,22.1272838,0.0,16.7682,17.0333,17.7717,18.5996,19.4754,20.6439,22.2532,24.1331,26.3077,29.1038,31.297,0.09395468181818213,0.0,-1.2443,-1.0288,-0.6879,-0.4467,-0.2358,-0.0275,0.2439,0.53,0.8782,1.4061,1.7514,0.19830543093107958,0.0,-5.3431,-4.4548,-3.0046,-1.9687,-0.9918,-0.0874,0.9798,2.1348,3.4191,5.1148,6.1927,1.1748,1.1022,0.985,0.8985,0.826,0.7723,0.8681,0.9932,1.1427,1.3736,1.454,4.9434,4.646,4.3071,4.0059,3.7676,3.6505,3.8892,4.1771,4.4797,4.8637,4.9398
3,03346500,"Gage height, ft",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,22.1272838,0.0,16.7283,17.0056,17.7586,18.5751,19.4524,20.6035,22.1984,24.1424,26.3122,29.2513,31.4537,0.09395468181818213,0.0,-1.1315,-0.908,-0.6114,-0.3906,-0.2019,-0.0194,0.2253,0.4733,0.79,1.2532,1.5857,0.19830543093107958,0.0,-4.818,-3.9585,-2.6648,-1.6962,-0.8551,-0.0627,0.9517,1.9343,3.0672,4.612,5.642,1.0393,0.9593,0.8546,0.7398,0.6818,0.6505,0.7343,0.8292,0.9594,1.1882,1.2717,4.3287,4.0387,3.6094,3.2813,3.0963,3.0276,3.2664,3.4629,3.7752,4.2352,4.348
3,03346500,"Gage height, ft",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,22.1272838,0.0,16.7024,16.9625,17.7292,18.5671,19.4349,20.5479,22.2513,24.1817,26.3378,29.2744,31.6323,0.09395468181818213,0.0,-0.9854,-0.7787,-0.5135,-0.3295,-0.1659,-0.0094,0.1963,0.3936,0.6721,1.0929,1.3803,0.19830543093107958,0.0,-4.1673,-3.3895,-2.2511,-1.4597,-0.709,-0.0071,0.8059,1.6116,2.6458,4.0645,4.9398,0.9244,0.8391,0.7372,0.6594,0.6096,0.578,0.6447,0.723,0.8453,1.0174,1.0716,3.7678,3.5164,3.1421,2.9462,2.7463,2.682,2.826,3.0173,3.311,3.6496,3.7034
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,400.18868000000003,0.0,274.84,293.486,330.778,362.9236,389.9228,416.922,437.568,458.214,478.9554,499.7922,510.2106,0.15128181818181735,0.0,-92.2457,-81.7016,-48.2626,-25.5256,-6.798,6.2132,14.8044,25.423,36.6828,58.9326,62.6708,-0.5943111141014618,0.0,-45.9454,-36.4157,-16.8822,-7.9199,-2.044,1.3663,3.5971,6.1198,8.6338,12.9264,13.6761,74.5534,72.3699,63.3128,57.6081,53.2731,51.81,52.3485,52.9614,53.0711,50.4864,51.2031,37.9329,32.5784,20.7106,15.7049,13.1411,12.2192,12.3924,12.6059,12.5983,12.0254,12.2282
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,400.18868000000003,0.0,234.7131,266.0363,313.9834,354.9929,390.0104,419.1335,443.4502,466.2484,491.1346,517.3814,530.8652,0.15128181818181735,0.0,-63.8523,-55.2074,-34.1139,-17.9705,-6.4082,3.5232,10.5778,18.5761,27.6453,41.9144,47.4628,-0.5943111141014618,0.0,-30.545,-24.8234,-11.8519,-5.3156,-1.7863,0.8901,2.6525,4.6807,6.8644,10.2511,11.6587,53.3831,51.8594,44.0808,38.0806,34.3613,32.9911,33.4748,34.1216,34.9661,35.4143,36.5494,26.9118,24.082,14.8849,10.3906,8.3656,7.8375,8.1202,8.4739,9.023,9.6656,10.1766
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,400.18868000000003,0.0,217.8676,251.6438,307.6042,353.7326,390.5162,421.323,445.2772,467.4838,493.3348,524.1944,539.7645,0.15128181818181735,0.0,-50.3623,-43.8589,-27.0043,-14.6176,-5.4597,2.3265,8.7011,15.4756,23.8491,35.904,40.8559,-0.5943111141014618,0.0,-23.3444,-19.3539,-9.5426,-4.4561,-1.5809,0.651,2.2829,4.099,6.3985,9.2047,10.5648,46.0686,45.0247,38.458,32.9172,29.908,28.1007,28.6488,28.9284,30.3697,31.6603,32.7203,22.8117,20.6518,12.9674,9.1133,7.4325,6.9192,7.1685,7.6183,8.563,9.1053,9.5463
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,400.18868000000003,0.0,209.0747,244.7539,305.2768,353.4881,393.2556,423.195,447.126,469.4965,495.026,527.4155,543.7604,0.15128181818181735,0.0,-45.3353,-37.7741,-22.8421,-12.4192,-4.7061,2.1548,7.4066,13.4541,20.5329,30.722,36.1104,-0.5943111141014618,0.0,-20.4115,-15.7666,-7.8514,-3.8117,-1.2779,0.6074,1.9771,3.5669,5.4446,8.1954,9.8864,39.1299,38.0554,31.6803,27.3835,24.6263,23.8437,24.0099,25.3406,26.7096,28.3102,28.9779,19.1485,16.9715,10.5625,7.5892,6.1731,5.9353,6.0327,6.7027,7.4588,8.396,8.9528
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,400.18868000000003,0.0,204.908,241.4168,303.6466,352.6024,392.3326,423.489,447.531,469.7638,496.0382,531.1914,548.0614,0.15128181818181735,0.0,-40.6412,-33.9402,-20.9364,-11.8118,-4.8646,1.542,6.8122,12.3292,18.671,27.5952,32.7798,-0.5943111141014618,0.0,-18.0932,-14.1705,-7.1612,-3.509,-1.3532,0.4689,1.81,3.2964,4.9812,7.5858,9.1372,35.1993,33.7316,27.9614,24.3467,22.3035,21.533,21.9136,22.8499,24.0265,25.3863,26.1842,17.4157,15.3073,9.3715,6.8075,5.6655,5.3499,5.5909,6.0618,6.6093,7.7383,8.1447
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,400.18868000000003,0.0,198.8889,237.3388,301.7294,352.7147,392.4784,424.541,448.7676,470.3227,496.734,533.246,550.2641,0.15128181818181735,0.0,-35.831,-29.4933,-18.2718,-10.3052,-4.2666,1.5349,5.8583,10.8744,16.6951,24.6968,29.7587,-0.5943111141014618,0.0,-15.5349,-12.1,-6.1896,-3.0719,-1.1824,0.4259,1.6177,2.9578,4.582,6.88,8.4066,29.8881,28.7344,24.4593,21.3847,19.7091,18.6648,18.9836,19.772,21.04,22.7323,23.5863,14.3668,12.8452,8.2268,5.9888,5.0099,4.7024,4.9805,5.458,6.1148,7.0561,7.5823
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,400.18868000000003,0.0,191.8272,232.6255,299.8268,352.5486,394.2698,424.9715,449.227,470.615,498.5228,536.2588,553.1775,0.15128181818181735,0.0,-31.1131,-25.1756,-16.0511,-9.0728,-3.8773,1.0273,5.0867,9.7023,14.9445,21.9845,26.798,-0.5943111141014618,0.0,-13.0691,-9.911,-5.3992,-2.7219,-1.0724,0.2883,1.399,2.6816,4.2301,6.4649,8.1305,26.8153,25.5712,21.9878,19.5459,18.2273,17.4504,17.6781,18.2095,19.3963,20.9204,21.8915,12.4726,10.9516,7.3865,5.5127,4.5778,4.2889,4.5421,4.9733,5.7771,6.7978,7.4374
4,03346500,"Specific conductance, water, unfiltered, microsiemens per centimeter at 25&#176;C",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,400.18868000000003,0.0,188.7082,229.2918,298.6034,352.6939,393.7956,424.769,448.5784,470.166,497.1716,537.2198,554.3382,0.15128181818181735,0.0,-26.8955,-21.7599,-13.6379,-7.6391,-2.7841,1.4848,5.1621,9.2623,13.9214,20.2928,24.8428,-0.5943111141014618,0.0,-11.1226,-8.6025,-4.6621,-2.3384,-0.8244,0.4232,1.4215,2.5918,3.9822,5.9323,7.5569,23.4455,22.5579,19.5848,17.3015,15.8389,15.2791,15.548,16.217,17.2511,18.5403,19.592,10.7707,9.7655,6.6321,4.8505,4.0119,3.7756,3.9851,4.47,5.2098,6.142,6.7274
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,9.210922,0.0,6.6955,7.0001,7.6094,8.1799,8.7118,9.2436,9.7633,10.283,10.8439,11.446,11.747,-0.011233636363636343,0.0,-1.5187,-1.3292,-0.8913,-0.6075,-0.3174,-0.0782,0.1377,0.5736,0.9283,1.3026,1.3844,-0.43757684506509253,0.0,-25.8164,-21.0659,-12.1793,-7.8817,-4.048,-1.3279,1.1764,5.5092,8.6221,11.7011,12.4098,1.3169,1.2934,1.2468,1.2281,1.2223,1.2355,1.2361,1.2318,1.2264,1.2187,1.2187,23.0449,20.997,16.8671,15.3498,14.3128,13.9014,13.2612,11.9737,11.2118,10.7512,10.7789
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,9.210922,0.0,6.0513,6.5092,7.2852,7.9712,8.6271,9.2472,9.8429,10.4742,11.1717,11.8748,12.3008,-0.011233636363636343,0.0,-1.0874,-0.9437,-0.6299,-0.4003,-0.2061,-0.0324,0.1346,0.38,0.611,0.8781,0.9811,-0.43757684506509253,0.0,-17.1661,-14.2362,-8.3277,-5.0858,-2.5938,-0.5588,1.2704,3.6782,5.919,8.4278,9.4562,0.8768,0.8712,0.8486,0.8344,0.827,0.8224,0.8235,0.837,0.8515,0.8644,0.8709,14.606,13.5995,11.1287,10.225,9.6807,9.3506,8.9769,8.4043,8.169,8.1022,8.1783
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,9.210922,0.0,5.8398,6.3524,7.2063,7.9148,8.5479,9.1691,9.849,10.614,11.4055,12.1276,12.5832,-0.011233636363636343,0.0,-0.9247,-0.7973,-0.5436,-0.3525,-0.1931,-0.0524,0.0928,0.2649,0.4541,0.669,0.7848,-0.43757684506509253,0.0,-14.0941,-11.7376,-7.1552,-4.4213,-2.438,-0.7114,0.8828,2.7717,4.7652,6.9149,8.0785,0.7385,0.7299,0.6735,0.6546,0.6495,0.653,0.6598,0.6681,0.6642,0.6703,0.6883,11.9972,11.2321,8.8981,8.0516,7.6149,7.417,7.292,6.9853,6.7627,6.8643,6.989
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,9.210922,0.0,5.6908,6.2457,7.1383,7.8575,8.5243,9.1299,9.7953,10.5548,11.3959,12.148,12.5513,-0.011233636363636343,0.0,-0.7896,-0.6518,-0.4302,-0.2669,-0.1231,0.0071,0.1327,0.2861,0.444,0.6423,0.7489,-0.43757684506509253,0.0,-12.0794,-9.57,-5.6223,-3.307,-1.5547,-0.0373,1.4263,2.9935,4.6092,6.6649,7.8355,0.641,0.6273,0.5902,0.5708,0.5582,0.5508,0.5456,0.5578,0.5697,0.5877,0.6003,10.3088,9.5291,7.6215,6.8152,6.4719,6.235,6.0829,5.952,5.84,6.0171,6.1697
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,9.210922,0.0,5.5865,6.1625,7.1305,7.8929,8.5391,9.129,9.8272,10.6405,11.5036,12.2384,12.6427,-0.011233636363636343,0.0,-0.7209,-0.5972,-0.4056,-0.2622,-0.1378,-0.0209,0.0932,0.2237,0.3682,0.5411,0.6452,-0.43757684506509253,0.0,-10.4833,-8.3936,-5.2235,-3.2574,-1.6981,-0.3063,0.9972,2.3925,3.9343,5.7286,6.7889,0.5618,0.544,0.5081,0.493,0.4869,0.4733,0.4716,0.4835,0.4876,0.5155,0.5322,8.4647,7.8765,6.4206,5.9877,5.7218,5.4763,5.41,5.2912,5.2158,5.407,5.5222
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,9.210922,0.0,5.5564,6.1492,7.1144,7.883,8.5534,9.1547,9.8325,10.6803,11.5636,12.2872,12.7033,-0.011233636363636343,0.0,-0.6838,-0.5658,-0.3896,-0.253,-0.1384,-0.0346,0.0682,0.1855,0.3076,0.4737,0.5719,-0.43757684506509253,0.0,-9.9247,-8.0047,-4.992,-3.14,-1.7233,-0.4931,0.6895,2.0193,3.4146,5.1638,6.2168,0.5142,0.5,0.4671,0.4498,0.4427,0.4378,0.4414,0.4417,0.4399,0.4647,0.48,7.9545,7.458,5.9684,5.4899,5.181,5.0671,4.9785,4.8673,4.7675,4.9632,5.1207
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,9.210922,0.0,5.4592,6.0632,7.0283,7.8376,8.5099,9.1115,9.7709,10.6744,11.5567,12.2858,12.6951,-0.011233636363636343,0.0,-0.5465,-0.4371,-0.2933,-0.1864,-0.0911,0.0029,0.0938,0.1968,0.3039,0.4451,0.537,-0.43757684506509253,0.0,-7.9447,-6.2125,-3.8839,-2.3405,-1.0915,-0.0192,1.0173,2.1853,3.3841,4.9644,5.9746,0.4605,0.448,0.4259,0.4176,0.398,0.3963,0.3893,0.3915,0.3953,0.4242,0.4414,7.1168,6.6422,5.5384,4.9671,4.6641,4.5239,4.3783,4.3483,4.3545,4.7207,4.9014
5,03346500,"Dissolved oxygen, water, unfiltered, mg/L",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,9.210922,0.0,5.4067,6.012,7.0101,7.8345,8.5202,9.1246,9.807,10.7256,11.6145,12.3451,12.7233,-0.011233636363636343,0.0,-0.4992,-0.4034,-0.2729,-0.1764,-0.0875,-0.0074,0.0718,0.163,0.2567,0.3835,0.4637,-0.43757684506509253,0.0,-6.9801,-5.4724,-3.4729,-2.1605,-1.1106,-0.1522,0.7847,1.8036,2.9202,4.3429,5.2673,0.4015,0.3758,0.3476,0.335,0.3313,0.3318,0.329,0.333,0.3428,0.377,0.3928,5.9221,5.4087,4.3286,3.9972,3.8857,3.764,3.7299,3.7777,3.8841,4.2191,4.3716
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,7.873244000000001,0.0,7.4902,7.5405,7.6411,7.7297,7.8062,7.8828,7.9576,8.0323,8.1081,8.1848,8.2232,0.0072540909090909565,0.0,-0.209,-0.1812,-0.093,-0.0592,-0.0203,0.0171,0.0544,0.094,0.1302,0.1718,0.1991,0.08829548459051288,0.0,-2.8204,-2.4308,-1.2228,-0.7759,-0.2658,0.2055,0.677,1.1776,1.6251,2.1305,2.4532,0.197,0.1922,0.1777,0.1762,0.1722,0.1709,0.1687,0.1658,0.1648,0.1634,0.1625,2.6585,2.5737,2.3056,2.2678,2.2036,2.1649,2.1145,2.0798,2.0549,2.0241,2.0063
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,7.873244000000001,0.0,7.3972,7.4865,7.6117,7.714,7.8085,7.8989,7.9876,8.0739,8.1561,8.2447,8.3004,0.0072540909090909565,0.0,-0.153,-0.1324,-0.0765,-0.049,-0.0208,0.006,0.0311,0.0588,0.0896,0.1226,0.1437,0.08829548459051288,0.0,-2.0389,-1.7553,-0.994,-0.6356,-0.2704,0.0696,0.3902,0.7386,1.1229,1.5353,1.7952,0.1338,0.1333,0.1236,0.1207,0.1202,0.1206,0.1211,0.1189,0.1178,0.1185,0.1173,1.7962,1.7754,1.5974,1.5491,1.5337,1.5302,1.5292,1.4886,1.4709,1.4879,1.4774
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,7.873244000000001,0.0,7.3478,7.448,7.592,7.7011,7.7951,7.8874,7.9889,8.0839,8.1713,8.2662,8.327,0.0072540909090909565,0.0,-0.1207,-0.1029,-0.0605,-0.0357,-0.0115,0.0102,0.0312,0.0548,0.0805,0.1114,0.1317,0.08829548459051288,0.0,-1.5965,-1.3596,-0.7837,-0.4586,-0.1519,0.1254,0.3931,0.6915,1.0163,1.4098,1.6667,0.1088,0.1084,0.0985,0.0962,0.0964,0.0957,0.0951,0.0958,0.0941,0.0985,0.0988,1.4515,1.4365,1.266,1.2267,1.2233,1.2108,1.2009,1.2037,1.1833,1.2551,1.2694
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,7.873244000000001,0.0,7.3498,7.453,7.5948,7.702,7.7941,7.89,7.9919,8.0957,8.184,8.2784,8.3351,0.0072540909090909565,0.0,-0.114,-0.0955,-0.0572,-0.0346,-0.0146,0.0052,0.0243,0.0427,0.0655,0.0918,0.1141,0.08829548459051288,0.0,-1.5065,-1.256,-0.7389,-0.4471,-0.1889,0.0607,0.3037,0.5374,0.8264,1.1599,1.4451,0.0937,0.093,0.0827,0.0813,0.081,0.0813,0.0823,0.0832,0.0829,0.084,0.0872,1.2516,1.2317,1.0633,1.0368,1.0287,1.0269,1.0314,1.044,1.0436,1.0677,1.122
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,25,perc culled,7.873244000000001,0.0,7.3305,7.4337,7.5837,7.6943,7.79,7.8846,7.9911,8.0921,8.1822,8.2803,8.3425,0.0072540909090909565,0.0,-0.0966,-0.0789,-0.046,-0.0255,-0.0082,0.0097,0.027,0.0447,0.0648,0.0912,0.1109,0.08829548459051288,0.0,-1.2758,-1.0361,-0.5921,-0.3302,-0.106,0.1222,0.3416,0.565,0.8199,1.1565,1.4092,0.0842,0.0831,0.076,0.0745,0.0743,0.0747,0.0736,0.0745,0.0743,0.0792,0.0827,1.1215,1.094,0.9691,0.9434,0.9382,0.9396,0.9295,0.9391,0.9358,1.0069,1.0673
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,30,perc culled,7.873244000000001,0.0,7.3189,7.4304,7.5833,7.6917,7.7856,7.8858,7.9918,8.0993,8.1902,8.2854,8.3539,0.0072540909090909565,0.0,-0.0885,-0.0722,-0.0445,-0.0244,-0.0075,0.0072,0.0239,0.0414,0.0601,0.0834,0.1024,0.08829548459051288,0.0,-1.1638,-0.9453,-0.5743,-0.3146,-0.0984,0.0889,0.2997,0.5228,0.7634,1.0637,1.3089,0.0775,0.076,0.0705,0.0677,0.0672,0.0674,0.0688,0.068,0.0684,0.0722,0.0744,1.0287,0.9981,0.8979,0.8585,0.8484,0.8474,0.8655,0.8599,0.8674,0.9275,0.9703
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,40,perc culled,7.873244000000001,0.0,7.3138,7.4221,7.5792,7.6911,7.7847,7.8802,7.9902,8.1007,8.1916,8.2862,8.3568,0.0072540909090909565,0.0,-0.0738,-0.0585,-0.035,-0.0178,-0.0032,0.0097,0.0226,0.0374,0.0536,0.074,0.0918,0.08829548459051288,0.0,-0.9699,-0.7648,-0.4509,-0.2299,-0.0464,0.1182,0.2832,0.4716,0.6819,0.9452,1.1785,0.0668,0.0669,0.0612,0.0601,0.0618,0.0622,0.062,0.0634,0.0627,0.0658,0.0679,0.8823,0.8735,0.7794,0.758,0.7761,0.7785,0.7803,0.7985,0.7938,0.8418,0.8847
6,03346500,"pH, water, unfiltered, field, standard units",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,50,perc culled,7.873244000000001,0.0,7.3041,7.4184,7.5766,7.6949,7.7885,7.8864,7.996,8.1053,8.1945,8.2921,8.3633,0.0072540909090909565,0.0,-0.0667,-0.0527,-0.0323,-0.018,-0.0046,0.007,0.0198,0.0324,0.0461,0.065,0.0814,0.08829548459051288,0.0,-0.873,-0.6856,-0.4153,-0.2301,-0.0616,0.0862,0.2485,0.4089,0.5854,0.8305,1.0476,0.059,0.0591,0.0549,0.0529,0.0519,0.053,0.0534,0.0546,0.0557,0.0598,0.0612,0.7784,0.7703,0.6997,0.669,0.6508,0.6649,0.6719,0.6859,0.7071,0.7661,0.8009
8,03346500,"Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 &#177;2.5&#176;, formazin nephelometric units (FNU)",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,5,perc culled,77.756958,0.0,18.7619,21.766,27.7743,36.1226,46.8109,57.4991,74.801,92.1029,118.4807,153.9342,171.661,0.7980740909090817,0.0,-39.8294,-37.2553,-27.5575,-21.266,-15.7165,-8.3989,1.0251,13.3426,27.7794,51.3396,67.198,-3.3677657418286597,0.0,-137.8007,-120.6543,-83.5522,-68.2631,-50.9125,-29.177,-7.8145,6.8157,18.7316,29.5827,34.7467,54.0667,51.2492,38.7629,33.7379,29.8988,28.2221,30.1679,34.1083,39.9855,49.4835,54.5328,148.7366,137.2452,114.6255,106.022,93.1111,76.6458,57.0781,46.785,39.425,34.3514,31.9792
8,03346500,"Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 &#177;2.5&#176;, formazin nephelometric units (FNU)",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,10,perc culled,77.756958,0.0,12.9788,15.4397,20.7219,27.5806,37.4978,51.1865,68.9632,91.5625,121.1658,164.5906,204.3847,0.7980740909090817,0.0,-34.0549,-27.1046,-18.8517,-13.4834,-8.7431,-3.616,4.0463,12.4302,23.4796,39.7988,50.2178,-3.3677657418286597,0.0,-76.9183,-66.5985,-44.0225,-31.5365,-20.5571,-10.5906,0.5045,9.0775,17.5884,25.8317,29.5375,44.659,37.6403,28.1318,23.236,19.9385,18.7734,20.3032,23.717,29.7426,38.9007,42.8781,72.4099,68.9095,59.3485,52.4748,47.3811,43.4653,37.0686,33.167,29.8533,27.0591,25.6365
8,03346500,"Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 &#177;2.5&#176;, formazin nephelometric units (FNU)",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,15,perc culled,77.756958,0.0,11.4774,14.0378,19.4909,26.1594,35.4016,48.728,68.0603,92.3095,123.5956,173.8293,220.893,0.7980740909090817,0.0,-31.7974,-25.8764,-16.0048,-11.307,-7.1249,-2.5519,3.6629,9.7882,18.6697,31.0012,39.07,-3.3677657418286597,0.0,-60.9179,-51.6445,-34.5045,-24.619,-15.6895,-7.8066,0.6141,7.527,15.1188,22.4935,26.1545,41.3582,36.0989,22.1455,19.1447,16.1406,14.6596,16.1727,18.6925,23.3031,30.3783,33.625,54.7997,51.4869,44.4614,40.2831,35.8672,32.9003,29.4584,27.0162,24.7333,22.7728,21.8182
8,03346500,"Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 &#177;2.5&#176;, formazin nephelometric units (FNU)",2020-01-01,00:00:00,2021-01-01,00:00:00,INSERT SAMPLING STRATEGY,1000,20,perc culled,77.756958,0.0,10.5124,13.1599,18.5194,24.374,33.2097,47.381,66.1848,90.8519,125.2334,175.1782,218.7663,0.7980740909090817,0.0,-27.1114,-20.5311,-13.2282,-8.9199,-5.3563,-1.398,4.1908,9.7212,16.6178,27.769,36.4422,-3.3677657418286597,0.0,-49.6535,-40.6522,-26.713,-17.8693,-10.2562,-3.8161,2.9616,9.0873,14.8919,21.6348,25.1445,34.4601,27.046,18.6681,15.5026,13.2552,12.5658,13.9489,16.9913,21.0437,27.9501,31.3356,44.0455,41.4162,36.5781,32.8222,29.2278,27.2228,24.4284,22.6909,21.7063,20.4248,19.7644
